OrderID,Product,Quantity,PricePerUnit,OrderDate
24738,C Widget,4,50.44,2023-04-13
24739,C Widget,4,63.06,2023-01-27
24740,B Widget,3,77.66,2023-04-16
24741,C Widget,5,14.53,2022-11-14
24742,B Widget,2,11.00,2022-03-14
24743,E Widget,4,58.92,2022-09-15
24744,B Widget,1,67.78,2023-07-18
24745,D Widget,1,97.67,2022-08-21
24746,C Widget,2,80.99,2022-06-22
24747,E Widget,3,53.67,2023-01-30
24748,E Widget,2,23.94,2023-04-29
24749,D Widget,4,63.89,2022-02-08
24750,D Widget,1,68.27,2022-03-31
24751,C Widget,3,79.91,2023-04-15
24752,C Widget,5,82.99,2022-02-05
24753,D Widget,3,67.65,2022-10-03
24754,D Widget,2,85.63,2022-07-30
24755,E Widget,1,35.85,2023-08-18
24756,C Widget,4,51.11,2023-12-18
24757,B Widget,5,80.31,2023-12-18
24758,C Widget,2,15.21,2023-03-09
24759,D Widget,3,84.09,2023-02-28
24760,C Widget,2,11.89,2022-09-30
24761,C Widget,1,38.83,2023-07-29
24762,D Widget,3,20.24,2022-09-01
24763,D Widget,4,58.27,2023-08-30
24764,D Widget,2,16.09,2022-11-16
24765,B Widget,2,43.16,2023-07-04
24766,D Widget,2,59.99,2023-07-15
24767,D Widget,2,15.96,2023-07-02
24768,B Widget,3,13.84,2023-10-04
24769,B Widget,2,77.19,2023-02-12
24770,D Widget,3,53.44,2022-02-07
24771,C Widget,3,42.74,2022-05-21
24772,C Widget,4,70.25,2022-06-20
24773,A Widget,3,39.81,2023-08-08
24774,A Widget,1,65.86,2022-11-27
24775,C Widget,4,55.49,2023-01-31
24776,D Widget,5,36.68,2022-05-31
24777,B Widget,5,90.45,2023-08-08
24778,E Widget,1,49.34,2023-08-10
24779,C Widget,4,76.09,2022-12-08
24780,D Widget,5,77.66,2023-02-23
24781,B Widget,1,39.60,2023-04-08
24782,B Widget,3,10.06,2022-05-14
24783,C Widget,3,37.39,2023-02-07
24784,E Widget,2,27.11,2022-04-02
24785,A Widget,2,16.89,2022-12-05
24786,C Widget,3,41.52,2022-12-02
24787,C Widget,3,79.66,2023-05-31
24788,D Widget,3,74.89,2022-06-20
24789,C Widget,4,22.76,2023-12-10
24790,C Widget,5,26.47,2023-03-31
24791,C Widget,1,18.97,2023-05-19
24792,E Widget,5,45.13,2022-07-17
24793,E Widget,5,92.06,2022-11-24
24794,C Widget,1,72.42,2022-06-22
24795,D Widget,2,29.61,2022-01-24
24796,C Widget,5,44.60,2022-03-03
24797,B Widget,4,20.70,2023-02-02
24798,A Widget,2,71.62,2023-11-27
24799,D Widget,3,67.12,2022-07-15
24800,D Widget,1,46.52,2023-02-10
24801,B Widget,1,46.09,2022-06-16
24802,D Widget,5,12.48,2023-03-23
24803,D Widget,2,39.11,2023-02-11
24804,D Widget,1,83.90,2022-10-12
24805,E Widget,2,30.95,2022-04-21
24806,E Widget,2,89.47,2023-03-07
24807,E Widget,1,59.08,2022-02-26
24808,A Widget,4,83.89,2022-12-16
24809,D Widget,4,87.62,2022-09-05
24810,B Widget,2,95.95,2023-01-30
24811,E Widget,5,65.54,2022-01-25
24812,D Widget,1,29.15,2022-10-20
24813,A Widget,2,27.02,2023-03-02
24814,D Widget,1,86.31,2023-05-17
24815,C Widget,4,59.37,2022-10-15
24816,E Widget,5,50.34,2022-11-21
24817,E Widget,2,93.12,2022-12-16
24818,D Widget,2,35.64,2023-06-01
24819,E Widget,1,60.06,2023-02-19
24820,D Widget,5,34.94,2022-01-20
24821,A Widget,4,60.15,2022-02-10
24822,D Widget,2,80.65,2022-09-03
24823,E Widget,5,31.55,2023-05-23
24824,B Widget,3,28.88,2023-05-20
24825,C Widget,5,71.41,2023-12-08
24826,D Widget,5,52.48,2022-07-31
24827,B Widget,3,21.78,2022-03-28
24828,B Widget,4,66.98,2023-01-12
24829,E Widget,2,33.61,2023-04-29
24830,C Widget,4,63.38,2022-09-10
24831,E Widget,3,95.19,2022-06-23
24832,E Widget,4,32.20,2023-05-15
24833,E Widget,3,63.69,2023-06-03
24834,B Widget,2,59.71,2023-01-31
24835,D Widget,3,84.92,2023-02-01
24836,E Widget,4,94.65,2023-06-30
24837,B Widget,5,44.64,2023-11-03
24838,A Widget,2,15.52,2022-01-01
24839,C Widget,5,72.39,2023-01-28
24840,A Widget,2,68.72,2023-09-21
24841,A Widget,3,94.56,2023-10-10
24842,A Widget,1,64.24,2022-04-22
24843,E Widget,1,32.77,2023-10-21
24844,B Widget,1,77.38,2022-08-07
24845,A Widget,5,33.39,2022-05-14
24846,B Widget,3,72.73,2023-11-20
24847,D Widget,1,93.01,2023-06-16
24848,D Widget,5,92.49,2023-10-04
24849,E Widget,1,39.39,2022-11-24
24850,C Widget,4,68.16,2023-07-20
24851,E Widget,1,32.38,2023-07-07
24852,A Widget,1,22.66,2022-05-05
24853,C Widget,5,76.29,2022-02-18
24854,E Widget,5,73.05,2023-08-09
24855,D Widget,4,42.64,2022-06-28
24856,C Widget,2,12.30,2022-10-24
24857,C Widget,4,46.27,2023-06-29
24858,C Widget,4,74.90,2022-03-04
24859,B Widget,5,65.55,2023-01-02
24860,B Widget,5,85.42,2023-03-07
24861,E Widget,4,91.04,2023-05-11
24862,E Widget,2,19.19,2022-06-24
24863,C Widget,1,28.09,2023-04-10
24864,D Widget,2,79.51,2022-01-13
24865,B Widget,5,10.52,2023-10-15
24866,E Widget,2,77.80,2022-12-19
24867,A Widget,4,51.45,2023-06-20
24868,A Widget,5,13.13,2023-08-31
24869,D Widget,4,71.68,2022-12-14
24870,A Widget,1,12.61,2022-08-16
24871,D Widget,5,29.52,2023-09-04
24872,E Widget,4,52.94,2022-10-15
24873,E Widget,1,94.56,2022-11-06
24874,D Widget,3,96.30,2023-06-14
24875,C Widget,1,81.09,2023-01-25
24876,E Widget,3,31.44,2022-03-30
24877,B Widget,3,58.59,2022-01-08
24878,A Widget,2,97.41,2022-08-23
24879,C Widget,2,69.78,2023-07-07
24880,C Widget,5,94.83,2022-02-25
24881,A Widget,3,21.57,2022-01-20
24882,B Widget,1,19.06,2022-07-10
24883,C Widget,2,22.08,2022-12-07
24884,B Widget,2,57.28,2023-11-08
24885,B Widget,5,62.95,2023-03-13
24886,B Widget,5,14.13,2022-03-17
24887,A Widget,3,11.37,2022-01-13
24888,A Widget,1,50.84,2023-07-28
24889,D Widget,2,58.35,2023-08-01
24890,D Widget,5,75.39,2023-07-21
24891,A Widget,5,91.17,2022-04-12
24892,C Widget,3,32.56,2022-12-29
24893,A Widget,1,65.30,2022-09-11
24894,B Widget,3,75.65,2023-05-05
24895,E Widget,5,60.39,2023-05-12
24896,B Widget,3,51.76,2023-07-10
24897,E Widget,4,22.11,2023-02-11
24898,B Widget,3,17.66,2023-12-01
24899,A Widget,3,58.36,2023-12-12
24900,B Widget,4,45.73,2022-04-03
24901,D Widget,5,91.01,2023-06-04
24902,A Widget,4,42.93,2023-02-13
24903,B Widget,5,64.48,2023-07-17
24904,D Widget,3,90.93,2022-08-18
24905,B Widget,4,15.22,2023-10-06
24906,D Widget,4,31.44,2023-09-10
24907,A Widget,1,46.40,2023-09-14
24908,D Widget,5,58.45,2022-12-18
24909,D Widget,3,69.65,2023-12-26
24910,B Widget,1,68.38,2023-08-23
24911,D Widget,3,67.91,2022-04-01
24912,A Widget,3,87.23,2022-01-05
24913,E Widget,2,92.98,2023-02-14
24914,C Widget,4,58.83,2022-06-12
24915,E Widget,3,59.53,2023-10-19
24916,B Widget,5,37.12,2022-06-03
24917,D Widget,4,75.19,2022-09-07
24918,E Widget,5,65.00,2023-01-23
24919,B Widget,1,57.99,2022-03-20
24920,B Widget,4,21.37,2022-06-28
24921,A Widget,5,86.58,2023-03-01
24922,D Widget,4,89.50,2022-02-26
24923,B Widget,3,54.86,2022-06-08
24924,A Widget,1,91.50,2023-01-05
24925,A Widget,4,85.40,2023-06-03
24926,A Widget,3,40.39,2023-07-15
24927,B Widget,4,60.96,2023-07-01
24928,B Widget,2,44.82,2023-05-01
24929,A Widget,3,48.01,2023-06-16
24930,C Widget,2,49.75,2022-05-30
24931,D Widget,5,45.75,2022-02-07
24932,D Widget,2,54.61,2022-03-07
24933,D Widget,4,40.34,2022-01-14
24934,B Widget,3,57.62,2022-08-01
24935,E Widget,5,40.15,2023-02-28
24936,D Widget,5,44.84,2022-09-09
24937,B Widget,3,84.47,2022-07-11
24938,B Widget,3,22.15,2022-11-21
24939,C Widget,5,18.08,2022-04-22
24940,D Widget,1,70.81,2023-02-07
24941,A Widget,1,90.84,2023-04-26
24942,E Widget,2,73.05,2022-02-06
24943,A Widget,3,54.22,2022-10-09
24944,D Widget,3,82.17,2022-06-20
24945,B Widget,1,91.30,2022-01-05
24946,A Widget,5,36.59,2022-05-09
24947,E Widget,1,30.92,2023-06-13
24948,E Widget,3,25.19,2023-12-01
24949,D Widget,2,59.21,2023-12-17
24950,A Widget,3,91.46,2023-10-07
24951,D Widget,3,89.09,2022-02-24
24952,A Widget,1,88.24,2022-12-24
24953,C Widget,4,28.51,2023-10-06
24954,E Widget,3,43.41,2023-01-07
24955,E Widget,4,67.58,2022-07-05
24956,C Widget,1,98.07,2023-08-05
24957,C Widget,3,38.13,2023-06-04
24958,B Widget,3,10.79,2022-05-05
24959,C Widget,5,72.21,2022-03-09
24960,C Widget,1,28.72,2023-09-18
24961,E Widget,3,39.46,2022-07-27
24962,D Widget,2,92.26,2023-07-23
24963,E Widget,1,47.11,2023-04-23
24964,E Widget,2,30.98,2022-03-20
24965,B Widget,1,80.28,2023-09-11
24966,A Widget,1,84.94,2022-04-05
24967,E Widget,3,78.20,2022-09-28
24968,D Widget,1,77.92,2023-11-03
24969,B Widget,4,98.64,2022-07-01
24970,A Widget,2,49.26,2023-03-22
24971,E Widget,4,83.29,2022-06-11
24972,C Widget,4,92.71,2023-12-19
24973,E Widget,3,66.77,2023-05-06
24974,C Widget,1,29.65,2023-06-01
24975,B Widget,2,89.19,2022-04-04
24976,A Widget,5,77.19,2022-02-18
24977,B Widget,5,28.86,2022-02-27
24978,C Widget,1,54.72,2022-01-11
24979,A Widget,1,52.17,2023-03-23
24980,D Widget,1,25.91,2023-12-12
24981,B Widget,1,83.73,2023-04-28
24982,E Widget,5,57.83,2022-04-03
24983,E Widget,2,55.31,2022-07-28
24984,B Widget,5,33.06,2022-10-14
24985,A Widget,3,93.54,2023-07-19
24986,A Widget,2,33.79,2022-02-22
24987,C Widget,3,42.49,2022-07-10
24988,D Widget,4,81.68,2022-03-09
24989,A Widget,2,26.04,2022-01-22
24990,A Widget,2,79.52,2022-07-18
24991,C Widget,2,94.57,2023-03-25
24992,C Widget,3,78.69,2022-10-23
24993,C Widget,5,36.54,2022-09-18
24994,C Widget,4,14.06,2022-03-01
24995,A Widget,5,87.03,2022-10-19
24996,C Widget,1,90.16,2023-05-08
24997,A Widget,1,95.61,2023-10-26
24998,A Widget,2,82.06,2022-06-11
24999,C Widget,4,10.90,2022-05-18
25000,C Widget,4,58.04,2022-09-03
25001,B Widget,2,27.21,2022-09-02
25002,E Widget,2,32.48,2022-07-16
25003,B Widget,2,16.22,2022-05-18
25004,C Widget,5,84.20,2023-10-19
25005,D Widget,4,86.96,2023-01-21
25006,E Widget,2,29.93,2023-04-05
25007,C Widget,4,60.13,2022-03-16
25008,D Widget,2,36.56,2022-09-29
25009,D Widget,4,78.91,2022-08-10
25010,D Widget,5,44.02,2023-08-24
25011,B Widget,3,38.52,2023-03-30
25012,C Widget,5,68.16,2022-10-20
25013,C Widget,1,87.03,2022-06-20
25014,A Widget,2,24.98,2023-05-13
25015,C Widget,1,29.96,2023-04-17
25016,A Widget,5,20.10,2022-07-09
25017,E Widget,5,55.53,2023-04-22
25018,C Widget,3,95.87,2023-07-24
25019,D Widget,3,27.70,2022-08-16
25020,B Widget,4,26.85,2022-12-12
25021,D Widget,2,67.16,2022-08-06
25022,E Widget,2,80.35,2023-12-01
25023,D Widget,2,55.32,2023-03-02
25024,C Widget,2,91.51,2023-09-19
25025,C Widget,4,97.45,2022-07-22
25026,A Widget,5,95.00,2023-05-30
25027,D Widget,1,94.44,2023-10-03
25028,D Widget,1,50.30,2022-08-18
25029,B Widget,2,77.97,2023-04-23
25030,C Widget,5,95.86,2022-10-11
25031,E Widget,1,76.67,2022-09-08
25032,B Widget,2,35.31,2022-03-12
25033,A Widget,3,65.82,2023-12-02
25034,E Widget,1,76.33,2022-11-20
25035,C Widget,3,57.20,2023-08-02
25036,A Widget,2,20.43,2023-01-19
25037,C Widget,4,19.74,2023-02-01
25038,D Widget,5,90.85,2022-10-19
25039,B Widget,5,70.34,2023-07-08
25040,A Widget,1,29.67,2022-03-20
25041,D Widget,2,27.67,2022-12-13
25042,B Widget,2,69.93,2022-06-12
25043,E Widget,1,58.92,2022-11-14
25044,E Widget,4,20.20,2023-01-06
25045,B Widget,2,78.49,2023-01-22
25046,D Widget,2,75.98,2023-12-18
25047,A Widget,1,30.64,2023-08-22
25048,B Widget,5,14.08,2022-12-12
25049,C Widget,2,20.58,2023-10-03
25050,E Widget,4,58.73,2023-01-29
25051,E Widget,5,58.86,2023-01-13
25052,B Widget,2,31.88,2022-05-31
25053,D Widget,2,18.28,2022-03-28
25054,A Widget,3,20.60,2023-02-10
25055,C Widget,4,82.98,2023-08-12
25056,B Widget,5,76.13,2022-11-10
25057,A Widget,4,88.61,2022-04-03
25058,A Widget,5,10.72,2023-10-16
25059,E Widget,1,64.67,2022-12-28
25060,E Widget,2,80.11,2023-03-04
25061,B Widget,2,78.61,2023-12-05
25062,D Widget,2,93.74,2022-04-25
25063,E Widget,4,59.48,2022-03-27
25064,B Widget,1,78.55,2022-07-06
25065,D Widget,1,34.68,2023-03-17
25066,D Widget,4,83.84,2022-01-15
25067,B Widget,1,16.19,2023-07-19
25068,E Widget,3,22.55,2022-06-03
25069,B Widget,2,42.86,2022-12-17
25070,B Widget,1,39.49,2023-11-05
25071,A Widget,2,50.66,2023-02-27
25072,B Widget,4,18.90,2023-12-14
25073,E Widget,2,63.53,2023-07-21
25074,B Widget,5,41.93,2023-05-31
25075,C Widget,1,43.24,2022-08-10
25076,C Widget,2,95.64,2023-06-10
25077,A Widget,3,25.24,2023-11-14
25078,E Widget,5,70.67,2022-08-16
25079,D Widget,5,73.28,2022-07-19
25080,D Widget,1,46.82,2023-08-18
25081,B Widget,1,64.95,2023-07-23
25082,C Widget,4,89.11,2023-01-24
25083,B Widget,2,86.54,2022-08-25
25084,D Widget,3,81.73,2022-09-23
25085,B Widget,4,35.29,2022-04-05
25086,E Widget,1,59.95,2023-07-08
25087,B Widget,2,25.18,2022-10-20
25088,D Widget,2,80.32,2023-12-28
25089,B Widget,1,60.71,2022-03-07
25090,A Widget,4,78.07,2022-05-05
25091,B Widget,3,15.19,2022-02-04
25092,B Widget,3,55.73,2023-10-14
25093,A Widget,3,43.64,2022-11-03
25094,A Widget,3,70.74,2022-05-04
25095,B Widget,5,60.56,2023-12-16
25096,E Widget,3,23.37,2022-01-28
25097,E Widget,4,94.76,2022-08-24
25098,E Widget,2,31.96,2022-05-16
25099,D Widget,3,40.25,2022-07-07
25100,B Widget,5,42.45,2022-07-06
25101,D Widget,1,24.20,2023-02-04
25102,C Widget,3,13.23,2022-12-04
25103,A Widget,1,96.26,2023-08-25
25104,E Widget,2,20.00,2022-04-17
25105,A Widget,4,60.93,2023-12-23
25106,E Widget,4,28.73,2022-09-02
25107,E Widget,1,98.60,2022-03-01
25108,C Widget,5,22.02,2023-07-15
25109,A Widget,4,36.43,2023-09-29
25110,B Widget,1,48.07,2022-11-03
25111,B Widget,4,77.94,2023-04-01
25112,D Widget,5,63.47,2022-06-02
25113,D Widget,3,27.08,2023-10-01
25114,C Widget,5,64.07,2022-06-03
25115,E Widget,4,91.70,2023-12-07
25116,E Widget,1,63.74,2022-02-12
25117,E Widget,3,26.28,2022-08-02
25118,E Widget,2,14.43,2022-10-12
25119,D Widget,5,37.50,2022-03-19
25120,E Widget,3,26.70,2023-03-04
25121,B Widget,3,59.21,2022-08-20
25122,D Widget,1,38.24,2023-08-27
25123,D Widget,1,51.87,2022-01-23
25124,C Widget,1,36.19,2022-12-30
25125,B Widget,2,51.64,2023-07-28
25126,B Widget,5,64.91,2023-01-29
25127,C Widget,2,29.25,2022-04-15
25128,D Widget,1,25.06,2023-12-19
25129,A Widget,2,64.95,2023-06-05
25130,C Widget,3,72.25,2023-07-02
25131,E Widget,3,69.46,2023-05-28
25132,E Widget,1,76.15,2023-09-03
25133,D Widget,3,47.54,2023-04-25
25134,A Widget,5,71.09,2023-10-01
25135,C Widget,4,98.37,2022-06-08
25136,A Widget,4,21.15,2023-06-23
25137,C Widget,2,68.67,2022-01-07
25138,A Widget,5,10.62,2023-06-12
25139,A Widget,3,31.39,2023-12-07
25140,B Widget,1,86.91,2022-08-16
25141,E Widget,4,88.87,2022-03-23
25142,A Widget,3,28.91,2023-12-10
25143,E Widget,1,74.17,2022-05-27
25144,E Widget,5,11.32,2023-09-02
25145,E Widget,5,83.19,2023-02-14
25146,D Widget,5,10.44,2023-11-03
25147,D Widget,4,19.04,2023-02-16
25148,A Widget,2,26.09,2022-12-09
25149,A Widget,2,85.18,2022-04-22
25150,B Widget,5,84.19,2023-02-25
25151,E Widget,5,45.07,2022-06-13
25152,E Widget,3,45.33,2023-11-20
25153,E Widget,1,26.14,2022-11-01
25154,A Widget,1,62.54,2023-04-05
25155,E Widget,4,84.73,2023-06-30
25156,C Widget,5,15.34,2023-02-15
25157,A Widget,4,69.16,2023-12-16
25158,A Widget,1,36.50,2023-09-11
25159,A Widget,1,49.80,2022-01-12
25160,B Widget,4,18.63,2023-02-10
25161,C Widget,4,45.47,2023-03-15
25162,D Widget,3,80.82,2023-05-25
25163,B Widget,5,81.89,2023-01-13
25164,C Widget,4,41.56,2022-02-11
25165,B Widget,1,36.68,2023-08-16
25166,E Widget,3,89.74,2023-07-05
25167,D Widget,3,43.05,2023-02-17
25168,D Widget,3,48.51,2022-05-10
25169,E Widget,4,98.73,2022-08-03
25170,D Widget,2,53.01,2022-11-15
25171,A Widget,3,55.26,2023-08-13
25172,C Widget,3,31.88,2023-04-27
25173,C Widget,3,40.80,2022-03-03
25174,A Widget,4,39.90,2023-12-16
25175,B Widget,1,51.33,2023-10-31
25176,E Widget,4,73.41,2022-01-15
25177,A Widget,2,64.52,2023-11-12
25178,E Widget,5,75.24,2022-03-17
25179,B Widget,2,24.14,2022-11-14
25180,C Widget,3,91.35,2023-04-05
25181,B Widget,3,48.76,2023-07-07
25182,B Widget,4,96.72,2023-07-25
25183,A Widget,1,80.88,2022-05-10
25184,D Widget,4,94.41,2023-06-15
25185,C Widget,4,74.66,2023-01-01
25186,D Widget,4,79.68,2022-03-17
25187,C Widget,1,48.07,2022-01-19
25188,B Widget,1,12.74,2022-05-03
25189,B Widget,5,23.06,2022-02-12
25190,D Widget,2,85.99,2023-09-17
25191,D Widget,3,78.32,2023-06-12
25192,A Widget,1,59.97,2023-08-04
25193,E Widget,4,50.79,2022-09-24
25194,A Widget,4,34.90,2023-08-19
25195,A Widget,5,71.87,2022-03-12
25196,C Widget,1,73.98,2023-05-03
25197,B Widget,5,34.11,2022-09-11
25198,D Widget,1,21.35,2023-02-07
25199,C Widget,3,58.76,2023-05-01
25200,B Widget,3,63.43,2022-03-30
25201,C Widget,2,78.99,2023-03-16
25202,C Widget,4,19.87,2022-10-28
25203,E Widget,4,15.99,2023-11-06
25204,D Widget,3,29.12,2022-02-11
25205,A Widget,1,31.00,2022-01-15
25206,D Widget,5,17.98,2023-03-16
25207,A Widget,2,96.12,2022-05-28
25208,C Widget,1,61.75,2022-01-20
25209,A Widget,2,45.64,2023-12-10
25210,B Widget,3,47.66,2023-08-03
25211,A Widget,5,96.53,2022-12-18
25212,D Widget,2,56.70,2023-12-09
25213,B Widget,4,69.45,2022-12-27
25214,D Widget,4,14.58,2023-09-13
25215,A Widget,5,50.40,2022-06-10
25216,C Widget,5,88.02,2023-03-25
25217,E Widget,1,98.31,2023-04-10
25218,B Widget,3,51.44,2023-09-30
25219,E Widget,2,10.45,2023-09-01
25220,C Widget,5,55.74,2022-08-04
25221,E Widget,1,21.54,2023-10-06
25222,C Widget,4,31.29,2022-02-13
25223,D Widget,2,55.10,2023-07-28
25224,E Widget,1,63.37,2022-11-02
25225,C Widget,4,48.19,2022-09-07
25226,E Widget,4,41.56,2022-12-01
25227,E Widget,4,22.35,2022-01-29
25228,E Widget,3,65.09,2022-04-02
25229,A Widget,3,89.22,2023-08-25
25230,E Widget,1,50.88,2022-12-08
25231,D Widget,1,77.16,2023-06-03
25232,E Widget,5,43.31,2022-05-08
25233,E Widget,3,58.55,2022-02-27
25234,B Widget,4,94.79,2023-07-21
25235,C Widget,3,20.05,2023-10-16
25236,D Widget,3,39.01,2023-12-26
25237,D Widget,1,12.77,2023-09-09
25238,B Widget,1,34.20,2023-02-07
25239,D Widget,1,64.11,2023-11-06
25240,A Widget,4,96.24,2023-03-25
25241,D Widget,1,51.78,2022-04-20
25242,A Widget,3,37.72,2022-06-13
25243,A Widget,3,61.51,2022-04-26
25244,D Widget,1,69.94,2023-11-17
25245,B Widget,3,65.38,2023-06-11
25246,B Widget,4,47.33,2023-11-03
25247,B Widget,1,42.44,2022-11-16
25248,B Widget,5,71.25,2022-06-27
25249,A Widget,1,80.21,2023-07-28
25250,D Widget,2,64.92,2022-10-03
25251,C Widget,4,23.93,2023-09-14
25252,E Widget,1,19.63,2023-07-18
25253,D Widget,1,83.22,2023-12-09
25254,C Widget,1,34.07,2023-04-30
25255,A Widget,3,62.55,2023-05-14
25256,B Widget,5,44.14,2023-07-30
25257,E Widget,3,69.30,2022-02-10
25258,B Widget,3,37.20,2023-03-10
25259,B Widget,5,30.14,2022-06-22
25260,A Widget,1,33.77,2022-01-25
25261,E Widget,5,22.87,2022-03-27
25262,E Widget,3,38.86,2023-06-24
25263,C Widget,4,46.14,2023-07-30
25264,D Widget,2,10.52,2023-02-06
25265,B Widget,4,29.76,2023-03-22
25266,C Widget,1,60.16,2023-04-22
25267,E Widget,5,53.45,2022-06-30
25268,A Widget,3,88.37,2023-07-31
25269,A Widget,1,12.69,2022-12-27
25270,D Widget,3,92.74,2023-10-20
25271,E Widget,3,32.90,2022-01-29
25272,E Widget,5,13.51,2022-02-14
25273,A Widget,2,68.39,2022-11-22
25274,C Widget,5,95.76,2023-02-02
25275,E Widget,2,99.33,2022-04-16
25276,D Widget,5,23.54,2022-02-28
25277,B Widget,2,82.98,2022-02-13
25278,B Widget,2,80.11,2023-09-29
25279,D Widget,3,93.28,2023-10-23
25280,E Widget,2,46.87,2022-12-06
25281,B Widget,1,95.67,2022-10-01
25282,A Widget,5,68.46,2023-07-08
25283,D Widget,3,82.03,2022-02-13
25284,D Widget,1,78.14,2022-08-21
25285,C Widget,1,97.00,2022-01-21
25286,B Widget,2,46.84,2023-05-27
25287,B Widget,2,87.29,2023-06-24
25288,E Widget,2,95.61,2023-06-17
25289,D Widget,4,57.86,2022-01-19
25290,C Widget,1,93.86,2022-08-20
25291,E Widget,4,12.05,2022-09-03
25292,A Widget,5,19.98,2022-05-19
25293,A Widget,4,64.50,2022-05-15
25294,E Widget,3,70.74,2023-07-30
25295,C Widget,3,88.08,2022-04-30
25296,B Widget,2,50.64,2022-09-25
25297,C Widget,2,50.23,2023-09-01
25298,D Widget,3,85.81,2022-12-25
25299,D Widget,4,32.79,2023-09-24
25300,E Widget,3,86.18,2022-08-08
25301,E Widget,3,23.14,2023-11-13
25302,B Widget,3,50.69,2023-02-10
25303,A Widget,3,65.21,2023-10-24
25304,E Widget,2,43.99,2022-05-10
25305,C Widget,3,55.78,2023-12-30
25306,A Widget,4,97.58,2022-04-22
25307,A Widget,3,68.61,2022-04-13
25308,C Widget,3,34.03,2022-04-05
25309,E Widget,4,23.80,2022-06-06
25310,E Widget,1,19.42,2023-04-08
25311,A Widget,1,14.98,2023-04-30
25312,D Widget,5,82.72,2023-11-10
25313,A Widget,5,23.29,2022-12-11
25314,C Widget,4,69.51,2022-06-16
25315,C Widget,4,88.62,2023-06-18
25316,C Widget,4,15.96,2023-12-28
25317,B Widget,4,18.86,2023-10-24
25318,A Widget,2,85.77,2022-08-12
25319,B Widget,4,29.53,2023-01-04
25320,A Widget,5,14.40,2022-05-03
25321,B Widget,1,31.43,2023-08-22
25322,D Widget,4,54.24,2022-02-28
25323,D Widget,1,58.39,2022-05-18
25324,E Widget,1,72.43,2022-11-11
25325,A Widget,4,81.28,2023-05-14
25326,D Widget,3,33.61,2023-06-11
25327,C Widget,5,42.64,2022-12-29
25328,C Widget,4,42.93,2023-05-24
25329,E Widget,5,81.72,2022-08-11
25330,B Widget,5,75.73,2022-05-03
25331,A Widget,4,48.53,2023-04-05
25332,B Widget,1,48.03,2023-06-19
25333,D Widget,3,39.69,2022-06-27
25334,B Widget,5,25.23,2022-06-10
25335,E Widget,4,96.78,2022-03-14
25336,D Widget,4,54.59,2022-10-16
25337,C Widget,4,70.02,2022-12-20
25338,D Widget,4,79.17,2023-12-26
25339,A Widget,2,65.86,2023-04-18
25340,B Widget,2,49.37,2023-11-19
25341,B Widget,3,68.74,2022-09-20
25342,D Widget,3,17.98,2022-11-25
25343,B Widget,3,89.81,2022-08-23
25344,A Widget,1,45.09,2023-04-13
25345,A Widget,4,94.80,2023-10-19
25346,D Widget,4,20.79,2023-06-18
25347,C Widget,2,98.71,2022-04-26
25348,C Widget,4,22.59,2022-09-06
25349,A Widget,3,18.84,2023-10-28
25350,D Widget,5,45.11,2022-03-30
25351,A Widget,5,32.09,2022-03-27
25352,D Widget,4,44.22,2023-04-12
25353,B Widget,2,54.00,2022-12-03
25354,E Widget,1,45.50,2023-08-30
25355,D Widget,3,21.43,2022-05-12
25356,E Widget,1,27.74,2022-01-19
25357,A Widget,5,89.33,2023-09-04
25358,E Widget,1,72.79,2023-04-01
25359,C Widget,1,50.54,2023-05-12
25360,A Widget,5,39.77,2022-11-17
25361,A Widget,1,77.27,2022-01-22
25362,C Widget,3,86.98,2023-01-20
25363,C Widget,4,50.01,2023-10-18
25364,D Widget,2,68.90,2022-04-13
25365,D Widget,2,75.60,2023-10-03
25366,A Widget,1,66.30,2022-12-11
25367,D Widget,3,82.66,2022-08-30
25368,D Widget,1,32.00,2022-10-11
25369,C Widget,2,92.82,2022-07-25
25370,B Widget,3,61.72,2022-11-18
25371,B Widget,4,45.27,2023-03-06
25372,C Widget,1,89.37,2022-06-05
25373,D Widget,2,82.06,2022-07-10
25374,C Widget,1,59.34,2023-05-02
25375,A Widget,2,50.06,2023-06-13
25376,C Widget,5,78.44,2022-01-20
25377,D Widget,2,60.01,2023-11-11
25378,B Widget,2,65.51,2022-05-08
25379,B Widget,4,37.37,2023-10-19
25380,B Widget,3,74.15,2023-07-28
25381,C Widget,2,55.66,2023-07-09
25382,C Widget,4,38.91,2023-05-20
25383,B Widget,5,12.96,2023-02-10
25384,C Widget,4,94.04,2023-01-21
25385,B Widget,1,28.55,2022-02-13
25386,A Widget,2,96.59,2022-11-04
25387,D Widget,4,60.38,2022-09-04
25388,C Widget,5,19.89,2022-12-23
25389,E Widget,3,84.09,2023-10-03
25390,B Widget,3,86.14,2023-08-10
25391,C Widget,1,42.36,2023-07-27
25392,E Widget,2,38.02,2022-06-02
25393,E Widget,5,21.95,2022-05-15
25394,A Widget,1,28.05,2023-04-04
25395,A Widget,2,17.39,2022-12-22
25396,D Widget,1,90.32,2022-12-04
25397,B Widget,3,68.15,2022-10-12
25398,C Widget,2,18.50,2022-09-29
25399,E Widget,2,16.17,2022-12-08
25400,D Widget,5,21.01,2023-03-29
25401,A Widget,1,13.00,2022-10-09
25402,B Widget,4,66.03,2022-11-13
